sample	weighted_NSTI
SRR6267616	0.20454120081891672
SRR6267617	0.14123456786258423
SRR6267618	0.1484784450055476
SRR6267619	0.08388091009452778
SRR6267620	0.2349471302472596
SRR6267621	0.25654062172781517
SRR6267622	0.22659764550308287
SRR6267623	0.19123555142807055
SRR6267624	0.10399983709632477
SRR6267625	0.08182271179699413
SRR6267626	0.03968358109364486
SRR6267627	0.23365183183287136
SRR6267628	0.08707243020435719
SRR6267629	0.10662229852273866
SRR6267630	0.13271443162505175
SRR6267631	0.12065066866134307
SRR6267632	0.02048036255025385
SRR6267633	0.041081968472535056
SRR6267634	0.0139984566234645
SRR6267635	0.09291891718067104
SRR6267636	0.09329261848519052
SRR6267637	0.12229490297199919
SRR6267638	0.2467891300303442
SRR6267639	0.21905354454943002
SRR6267640	0.16521268950521673
SRR6267641	0.04322702344673806
SRR6267642	0.14477152827781226
SRR6267643	0.18663003146037144
SRR6267644	0.2605277832223457
SRR6267645	0.3368971746082023
SRR6267646	0.1695249585548412
SRR6267647	0.1761249680012766
SRR6267648	0.12496106194977896
SRR6267649	0.20983707053534378
SRR6267650	0.10167970329060336
SRR6267651	0.07197786435038553
SRR6267652	0.2905401339418969
SRR6267653	0.1986685388344072
SRR6267654	0.0718000874909543
SRR6267655	0.25677995298392225
SRR6267656	0.1908425378667619
SRR6267657	0.20064841141620499
SRR6267658	0.3016350765386978
SRR6267659	0.15287052140149038
SRR6267660	0.2575658175581227
SRR6267661	0.1530559408417022
SRR6267662	0.0627003816261997
SRR6267663	0.1256270923169839
SRR6267664	0.15067914929664833
SRR6267665	0.12708388582896082
SRR6267666	0.035835815594570435
SRR6267667	0.158324150708516
SRR6267668	0.31564201709789697
SRR6267669	0.13693688249097577
SRR6267670	0.18261990800857156
SRR6267671	0.2539272043494079
SRR6267672	0.11797912414360864
SRR6267673	0.10667221099736704
SRR6267674	0.09435763102586618
SRR6267675	0.16735597478023884
SRR6267676	0.1129725672788802
SRR6267677	0.035027099773710525
SRR6267678	0.2215723145448231
SRR6267679	0.2408931222782546
SRR6267680	0.05176743213526756
SRR6267681	0.20038199038708063
SRR6267682	0.04769120208961721
SRR6267683	0.17073666120858336
SRR6267684	0.21635548780399433
SRR6267685	0.2023978678443197
SRR6267686	0.11730808112967915
SRR6267687	0.20417955229958118
SRR6267688	0.08254929760689116
SRR6267689	0.17403500905113461
SRR6267690	0.17234090636080662
SRR6267691	0.04404061986560395
SRR6267692	0.28267405119768935
SRR6267693	0.22175014939047316
SRR6267694	0.22795146415244566
SRR6267695	0.3172329603172839
SRR6267696	0.16364496995724115
SRR6267697	0.10138176055944285
SRR6267698	0.2865787812147
SRR6267699	0.1430641618887824
SRR6267700	0.11525117001579127
SRR6267701	0.13798608507991378
SRR6267702	0.15021337416413813
SRR6267703	0.17151436156941424
SRR6267704	0.20087330297306175
SRR6267705	0.33326543284145477
SRR6267706	0.10302269550048207
SRR6267707	0.08560970846513072
SRR6267708	0.1803264486752713
SRR6267709	0.15922749282742946
SRR6267710	0.05603210339039316
SRR6267711	0.13642003264096594
SRR6267712	0.2254620989198224
SRR6267713	0.20423625005245447
SRR6267714	0.22127528304853333
SRR6267715	0.09949816624167901
SRR6267716	0.11358443213326647
SRR6267717	0.17704155363611712
SRR6267718	0.06366416880985096
SRR6267719	0.25226433214672345
SRR6267720	0.14728451301817186
SRR6267721	0.09945444001703398
SRR6267722	0.1259493699544026
SRR6267723	0.10365350149985024
SRR6267724	0.22808867068574545
SRR6267725	0.10515146875936175
SRR6267726	0.11437693859730261
SRR6267727	0.15090898164364908
SRR6267728	0.272234785735045
SRR6267729	0.08367521067016531
SRR6267730	0.20554402579057093
SRR6267731	0.13147673120896008
SRR6267732	0.09844523914070648
SRR6267733	0.11200414402050655
SRR6267734	0.16316912187056962
SRR6267735	0.14095355789890796
SRR6267736	0.07111053709233744
SRR6267737	0.04383291161961556
SRR6267738	0.03511718102985308
SRR6267739	0.2949011507862524
SRR6267740	0.10093406089392315
SRR6267741	0.18324158415994246
SRR6267742	0.22851091789818728
SRR6267743	0.17221476515794987
SRR6267744	0.05697751011234912
SRR6267745	0.02019274511070591
SRR6267746	0.3288364787431707
SRR6267747	0.21532624546357082
SRR6267748	0.20971288032653373
SRR6267749	0.1426707321976803
SRR6267750	0.2018168357601335
SRR6267751	0.1781883618452912
SRR6267752	0.10256136184542647
SRR6267753	0.1386263036481587
SRR6267754	0.14199912292219052
SRR6267755	0.045728969898402624
SRR6267756	0.13882348244090265
SRR6267757	0.16601777979975754
SRR6267758	0.1715301664129573
SRR6267759	0.14822964816063275
SRR6267760	0.045799642201410126
SRR6267761	0.05522134528229701
SRR6267762	0.31920935153238034
SRR6267763	0.12409068802015565
SRR6267764	0.14494462016812354
SRR6267765	0.11020480244901211
SRR6267766	0.13746857748292027
SRR6267767	0.07756176452148335
SRR6267768	0.17226053490182133
SRR6267769	0.13728534210594243
SRR6267770	0.2113649965507445
SRR6267771	0.1339127130869034
SRR6267772	0.30221349122522445
SRR6267773	0.1483747537295315
SRR6267774	0.28113499369309297
SRR6267775	0.22300662157209564
SRR6267776	0.05119397908296807
SRR6267777	0.33009581280602324
SRR6267778	0.2591581661055897
SRR6267779	0.20809699973185533
SRR6267780	0.08383034027181185
SRR6267781	0.11955903691561033
SRR6267782	0.08029490727687032
SRR6267783	0.35723541890384447
SRR6267784	0.13164433689243418
SRR6267785	0.09188971620346637
SRR6267786	0.34302353938063734
SRR6267787	0.09861460049377206
SRR6267788	0.1655112539580973
SRR6267789	0.17195812663460294
SRR6267790	0.022841145406792305
SRR6267791	0.2636005120956787
SRR6267792	0.24375564273705616
SRR6267793	0.2383115336206498
SRR6267794	0.0528491598197793
SRR6267795	0.15999948506484868
SRR6267796	0.06979773395378373
SRR6267797	0.2205894326356667
SRR6267798	0.2296242094514248
SRR6267799	0.16946504132065507
SRR6267800	0.09064042469014612
SRR6267801	0.16622731245622255
SRR6267802	0.01971248540315703
SRR6267803	0.0768161995680685
SRR6267804	0.12362215515338908
SRR6267805	0.20429047355622296
SRR6267806	0.04692300293414334
SRR6267807	0.10755674968018598
SRR6267808	0.23708602078845767
SRR6267809	0.20906750597665272
SRR6267810	0.24004078985718713
SRR6267811	0.09336742586576667
SRR6267812	0.051633458622454186
SRR6267813	0.07684397034304846
SRR6267814	0.10317596008876682
SRR6267815	0.18528269682464762
SRR6267816	0.11897114240461479
SRR6267817	0.11056550003653541
SRR6267818	0.0711621713021548
SRR6267819	0.1469166109069695
